"","IBA","ID","country","currentRich","futureRich","emmigrants","colonists","stablesp","GCM","SDM"
"3163","Santiaguillo","missing","Mexico","67","71","2","6","65","GFDLCM3","GAM"
"3164","El Potosi","missing","Mexico","27","22","9","4","18","GFDLCM3","GAM"
"3165","Oasis San Pedro de La Presa","missing","Mexico","20","21","2","3","18","GFDLCM3","GAM"
"3166","Bahía Magdalena-Almejas","missing","Mexico","17","16","2","1","15","GFDLCM3","GAM"
"3167","Pielagos","missing","Mexico","65","73","1","9","64","GFDLCM3","GAM"
"3168","Las Bufas","missing","Mexico","71","70","2","1","69","GFDLCM3","GAM"
"3169","Isla Cerralvo","missing","Mexico","19","21","2","4","17","GFDLCM3","GAM"
"3170","Ensenada de la Paz","missing","Mexico","22","25","1","4","21","GFDLCM3","GAM"
"3171","Parras de la Fuente","missing","Mexico","41","43","3","5","38","GFDLCM3","GAM"
"3172","San Antonio Pena Nevada","missing","Mexico","50","45","7","2","43","GFDLCM3","GAM"
"3173","Presa Vicente Guerrero","missing","Mexico","35","42","1","8","34","GFDLCM3","GAM"
"3174","El Manantial","missing","Mexico","26","21","8","3","18","GFDLCM3","GAM"
"3175","Río Presidio-Pueblo Nuevo","missing","Mexico","83","81","2","0","81","GFDLCM3","GAM"
"3176","Desembocadura del Río Soto la Marina","missing","Mexico","41","43","3","5","38","GFDLCM3","GAM"
"3177","Sierra de la Laguna","missing","Mexico","33","34","2","3","31","GFDLCM3","GAM"
"3178","Sierra de Valparaiso","missing","Mexico","56","62","2","8","54","GFDLCM3","GAM"
"3179","Guacamayita","missing","Mexico","66","69","1","4","65","GFDLCM3","GAM"
"3180","El Cielo","missing","Mexico","63","61","5","3","58","GFDLCM3","GAM"
"3181","Oasis Punta San Pedro-Todos Santos","missing","Mexico","22","24","1","3","21","GFDLCM3","GAM"
"3182","Estero de San Jose","missing","Mexico","29","30","2","3","27","GFDLCM3","GAM"
"3183","Sistema laguna Río Huizache-Caimanero","missing","Mexico","77","75","3","1","74","GFDLCM3","GAM"
"3184","Marismas Nacionales","missing","Mexico","82","81","2","1","80","GFDLCM3","GAM"
"3185","Rancho los Colorados y Area de Influencia","missing","Mexico","45","43","3","1","42","GFDLCM3","GAM"
"3186","Arrecife Alacranes","missing","Mexico","18","17","2","1","16","GFDLCM3","GAM"
"3187","Humedales del Sur de Tamaulipas y Norte de Veracruz","missing","Mexico","59","60","2","3","57","GFDLCM3","GAM"
"3188","Monte Escobedo","missing","Mexico","60","67","1","8","59","GFDLCM3","GAM"
"3189","San Nicolas de los Montes","missing","Mexico","72","69","6","3","66","GFDLCM3","GAM"
"3190","Sierra del Abra-Tanchipa","missing","Mexico","66","64","4","2","62","GFDLCM3","GAM"
"3191","El Carricito","missing","Mexico","73","70","4","1","69","GFDLCM3","GAM"
"3192","Isla Isabel","missing","Mexico","55","55","1","1","54","GFDLCM3","GAM"
"3193","Islas Marías","missing","Mexico","51","48","3","0","48","GFDLCM3","GAM"
"3194","Ria Lagartos","missing","Mexico","57","53","4","0","53","GFDLCM3","GAM"
"3195","Reserva de la Biosfera Sierra Gorda","missing","Mexico","77","73","6","2","71","GFDLCM3","GAM"
"3196","Yum-Balam","missing","Mexico","57","54","3","0","54","GFDLCM3","GAM"
"3197","Reserva Estatal de Dzilam","missing","Mexico","51","49","2","0","49","GFDLCM3","GAM"
"3198","Isla Contoy","missing","Mexico","61","57","4","0","57","GFDLCM3","GAM"
"3199","Reserva Ecológica Sierra de San Juan","missing","Mexico","73","75","1","3","72","GFDLCM3","GAM"
"3200","Sotano del Barro","missing","Mexico","49","50","4","5","45","GFDLCM3","GAM"
"3201","Ichka' Ansijo","missing","Mexico","42","44","2","4","40","GFDLCM3","GAM"
"3202","Ria Celestun","missing","Mexico","39","46","0","7","39","GFDLCM3","GAM"
"3203","Corredor Central Vallarta-Punta Laguna","missing","Mexico","60","57","3","0","57","GFDLCM3","GAM"
"3204","Islas Marietas","missing","Mexico","51","51","2","2","49","GFDLCM3","GAM"
"3205","Los Petenes","missing","Mexico","49","48","3","2","46","GFDLCM3","GAM"
"3206","Huayacocotla","missing","Mexico","85","80","10","5","75","GFDLCM3","GAM"
"3207","Isla Cozumel","missing","Mexico","60","58","2","0","58","GFDLCM3","GAM"
"3208","Tecolutla","missing","Mexico","49","52","1","4","48","GFDLCM3","GAM"
"3209","Sierra de Ticul-Punto Put","missing","Mexico","64","62","5","3","59","GFDLCM3","GAM"
"3210","Laguna de Chapala","missing","Mexico","79","79","3","3","76","GFDLCM3","GAM"
"3211","Laguna de Yuriria","missing","Mexico","62","60","7","5","55","GFDLCM3","GAM"
"3212","Cuitzeo","missing","Mexico","83","81","3","1","80","GFDLCM3","GAM"
"3213","Sian Ka'An","missing","Mexico","65","64","1","0","64","GFDLCM3","GAM"
"3214","Presa Cajon de Penas","missing","Mexico","71","70","3","2","68","GFDLCM3","GAM"
"3215","Cuetzalan","missing","Mexico","83","75","11","3","72","GFDLCM3","GAM"
"3216","Centro de Veracruz","missing","Mexico","88","88","4","4","84","GFDLCM3","GAM"
"3217","Sierra Chincua","missing","Mexico","87","87","2","2","85","GFDLCM3","GAM"
"3218","Patzcuaro","missing","Mexico","87","84","4","1","83","GFDLCM3","GAM"
"3219","Sierra de Manantlan","missing","Mexico","84","81","5","2","79","GFDLCM3","GAM"
"3220","Nevado de Colima","missing","Mexico","82","80","4","2","78","GFDLCM3","GAM"
"3221","Centro de Investigaciones Costeras la Mancha","missing","Mexico","49","51","1","3","48","GFDLCM3","GAM"
"3222","Tancitaro","missing","Mexico","87","82","5","0","82","GFDLCM3","GAM"
"3223","Chamela-Cuitzmala","missing","Mexico","75","75","3","3","72","GFDLCM3","GAM"
"3224","La Malinche","missing","Mexico","68","61","12","5","56","GFDLCM3","GAM"
"3225","Tacambaro","missing","Mexico","77","77","1","1","76","GFDLCM3","GAM"
"3226","Islas Revillagigedo","missing","Mexico","16","14","2","0","14","GFDLCM3","GAM"
"3227","Sur del Valle De México","missing","Mexico","85","93","2","10","83","GFDLCM3","GAM"
"3228","Corredor Calakmul-Sian Ka'An","missing","Mexico","66","65","2","1","64","GFDLCM3","GAM"
"3229","Sierra de Taxco-Nevado de Toluca","missing","Mexico","82","91","1","10","81","GFDLCM3","GAM"
"3230","Calakmul","missing","Mexico","67","68","2","3","65","GFDLCM3","GAM"
"3231","Laguna de Términos","missing","Mexico","64","66","0","2","64","GFDLCM3","GAM"
"3232","Río Metlac","missing","Mexico","87","87","6","6","81","GFDLCM3","GAM"
"3233","Humedales de Alvarado","missing","Mexico","81","81","3","3","78","GFDLCM3","GAM"
"3234","Cañon de Lobos","missing","Mexico","76","77","4","5","72","GFDLCM3","GAM"
"3235","Coalcoman-Pomaro","missing","Mexico","76","76","1","1","75","GFDLCM3","GAM"
"3236","Valle de Tehuacan - Cuicatlan","missing","Mexico","108","107","5","4","103","GFDLCM3","GAM"
"3237","Sierra de Zongolica y Tenango","missing","Mexico","100","99","4","3","96","GFDLCM3","GAM"
"3238","Cuenca Baja del Balsas","missing","Mexico","84","86","3","5","81","GFDLCM3","GAM"
"3239","Uyumil C'Eh","missing","Mexico","57","57","0","0","57","GFDLCM3","GAM"
"3240","Los Tuxtlas","missing","Mexico","69","71","5","7","64","GFDLCM3","GAM"
"3241","Grutas de Cacahuamilpa","missing","Mexico","77","83","0","6","77","GFDLCM3","GAM"
"3242","Pantanos de Centla","missing","Mexico","75","74","3","2","72","GFDLCM3","GAM"
"3243","Sierra de Huautla","missing","Mexico","85","88","3","6","82","GFDLCM3","GAM"
"3244","Sur de Quintana Roo","missing","Mexico","66","64","2","0","64","GFDLCM3","GAM"
"3245","Presa Temascal","missing","Mexico","86","90","2","6","84","GFDLCM3","GAM"
"3246","Cerro de Oro","missing","Mexico","70","69","6","5","64","GFDLCM3","GAM"
"3247","Cañon del Zopilote","missing","Mexico","80","82","3","5","77","GFDLCM3","GAM"
"3248","Sierra Norte","missing","Mexico","122","122","2","2","120","GFDLCM3","GAM"
"3249","Vallecitos de Zaragoza","missing","Mexico","78","78","2","2","76","GFDLCM3","GAM"
"3250","Union Zapoteco-Chinanteca","missing","Mexico","102","104","3","5","99","GFDLCM3","GAM"
"3251","Tlaxiaco","missing","Mexico","80","83","4","7","76","GFDLCM3","GAM"
"3252","Omiltemi","missing","Mexico","73","73","1","1","72","GFDLCM3","GAM"
"3253","Sierra de Tabasco","missing","Mexico","97","98","6","7","91","GFDLCM3","GAM"
"3254","Uxpanapa","missing","Mexico","69","76","2","9","67","GFDLCM3","GAM"
"3255","Lagunas Costeras de Guerrero","missing","Mexico","76","76","2","2","74","GFDLCM3","GAM"
"3256","Acahuizotla-Agua del Obispo","missing","Mexico","75","78","1","4","74","GFDLCM3","GAM"
"3257","Cordon Jolvit","missing","Mexico","87","82","7","2","80","GFDLCM3","GAM"
"3258","Cerro Blanco, la Yerbabuena y Jotolchen","missing","Mexico","85","80","9","4","76","GFDLCM3","GAM"
"3259","Cerros de Tapalapa","missing","Mexico","84","75","12","3","72","GFDLCM3","GAM"
"3260","Montes Azules","missing","Mexico","98","99","5","6","93","GFDLCM3","GAM"
"3261","Cerro Saybal-Cerro Cavahlna","missing","Mexico","87","82","7","2","80","GFDLCM3","GAM"
"3262","Sierra Anover","missing","Mexico","80","76","7","3","73","GFDLCM3","GAM"
"3263","El Ocote","missing","Mexico","94","90","8","4","86","GFDLCM3","GAM"
"3264","Chimalapas","missing","Mexico","99","103","0","4","99","GFDLCM3","GAM"
"3265","Sierra Chixtontic-Sierra Canja","missing","Mexico","95","94","5","4","90","GFDLCM3","GAM"
"3266","Cerros de Chalchihuitan","missing","Mexico","99","98","5","4","94","GFDLCM3","GAM"
"3267","Corredor Laguna Belgica-Sierra Limon-Canon Sumidero","missing","Mexico","96","98","0","2","96","GFDLCM3","GAM"
"3268","Cerros Alrededor de San Cristobal de las Casas","missing","Mexico","76","80","3","7","73","GFDLCM3","GAM"
"3269","Zapotal-Mactumatza","missing","Mexico","82","75","11","4","71","GFDLCM3","GAM"
"3270","Cerro Piedra Larga","missing","Mexico","91","97","2","8","89","GFDLCM3","GAM"
"3271","Lagos de Montebello","missing","Mexico","90","90","4","4","86","GFDLCM3","GAM"
"3272","La Sepultura","missing","Mexico","93","96","0","3","93","GFDLCM3","GAM"
"3273","Sierra de Miahuatlan","missing","Mexico","81","81","1","1","80","GFDLCM3","GAM"
"3274","Laguna de Chacahua-Pastoria","missing","Mexico","69","69","2","2","67","GFDLCM3","GAM"
"3275","Laguna de Manialtepec","missing","Mexico","57","58","2","3","55","GFDLCM3","GAM"
"3276","El Triunfo","missing","Mexico","80","86","0","6","80","GFDLCM3","GAM"
"3277","La Encrucijada","missing","Mexico","77","78","4","5","73","GFDLCM3","GAM"
"3278","El Tacana","missing","Mexico","75","81","1","7","74","GFDLCM3","GAM"
"3279","Laguna Pampa El Cabildo","missing","Mexico","57","61","3","7","54","GFDLCM3","GAM"
"3280","Istmo de Tehuantepec-Mar Muerto","missing","Mexico","111","110","3","2","108","GFDLCM3","GAM"
"3281","Bahía de Ceuta-Cospita","missing","Mexico","57","58","1","2","56","GFDLCM3","GAM"
"3282","Tlanchinol y bosques de montaña del noreste de Hidalgo","missing","Mexico","83","79","5","1","78","GFDLCM3","GAM"
"3283","Sierra de Atoyac y bosques de niebla de la costa grande","missing","Mexico","77","80","1","4","76","GFDLCM3","GAM"
"3284","Bosques Montanos de Zacapoaxtla y Zautla","missing","Mexico","63","55","15","7","48","GFDLCM3","GAM"
"3285","Carricitos-Meseta de Cacaxtla","missing","Mexico","60","61","1","2","59","GFDLCM3","GAM"
"3286","Cerro el Viejo-Puerto Purificacion","missing","Mexico","57","54","7","4","50","GFDLCM3","GAM"
"3287","Corredor de Barrancas de la Sierra Madre Occidental","missing","Mexico","86","85","3","2","83","GFDLCM3","GAM"
"3288","Estero Cardonal","missing","Mexico","23","27","3","7","20","GFDLCM3","GAM"
"3289","Estero Santa Cruz","missing","Mexico","24","29","3","8","21","GFDLCM3","GAM"
"3290","Farallon de San Ignacio","missing","Mexico","30","31","4","5","26","GFDLCM3","GAM"
"3291","Humedales del Noroeste de Chihuahua","missing","Mexico","48","50","4","6","44","GFDLCM3","GAM"
"3292","Isla Alcatraz","missing","Mexico","24","29","3","8","21","GFDLCM3","GAM"
"3293","Laguna Cuyutlan y Estero Palo Verde","missing","Mexico","73","71","3","1","70","GFDLCM3","GAM"
"3294","El Mineral de Nuestra Señora","missing","Mexico","63","63","2","2","61","GFDLCM3","GAM"
"3295","Morros el Potosi","missing","Mexico","72","71","1","0","71","GFDLCM3","GAM"
"3296","Papalutla Sierra de Tecaballo","missing","Mexico","69","71","3","5","66","GFDLCM3","GAM"
"3297","Quebradas de Sinaloa Nayarit y Durango","missing","Mexico","81","77","5","1","76","GFDLCM3","GAM"
"3298","Cuenca baja del Río Papagayo","missing","Mexico","79","79","2","2","77","GFDLCM3","GAM"
"3299","Selvas Nayaritas","missing","Mexico","83","80","3","0","80","GFDLCM3","GAM"
"3300","Presa de Valsequillo","missing","Mexico","67","68","6","7","61","GFDLCM3","GAM"
"3301","Selvas Secas de San Ignacio","missing","Mexico","76","76","1","1","75","GFDLCM3","GAM"
"3302","Lago de Texcoco","missing","Mexico","73","75","3","5","70","GFDLCM3","GAM"
"3303","Cienegas del Lerma","missing","Mexico","61","76","3","18","58","GFDLCM3","GAM"
"3304","Cienega de Tlahuac","missing","Mexico","49","63","3","17","46","GFDLCM3","GAM"
"3305","Papigochi","missing","Mexico","68","66","5","3","63","GFDLCM3","GAM"
"3306","Sierra de Petatlan","missing","Mexico","74","74","0","0","74","GFDLCM3","GAM"
"3307","Yungas Superiores de Madidi","14348","Bolivia","155","157","9","11","146","HadGEM2ES","GAM"
"3308","Noel Kempff Mercado","14349","Bolivia","115","90","29","4","86","HadGEM2ES","GAM"
"3309","Cuencas de Ríos Caine y Mizque","14350","Bolivia","132","131","4","3","128","HadGEM2ES","GAM"
"3310","Apolo","14353","Bolivia","135","139","8","12","127","HadGEM2ES","GAM"
"3311","Bajo Río Beni, Región Tacana","14354","Bolivia","94","78","18","2","76","HadGEM2ES","GAM"
"3312","Lagunas de Agua Dulce del Sureste de Potosí","14355","Bolivia","48","54","0","6","48","HadGEM2ES","GAM"
"3313","Lagunas Salinas del Suroeste de Potosí","14356","Bolivia","47","50","0","3","47","HadGEM2ES","GAM"
"3314","Cuenca Cotacajes","14357","Bolivia","96","101","8","13","88","HadGEM2ES","GAM"
"3315","Parque nacional Sajama","14358","Bolivia","57","63","0","6","57","HadGEM2ES","GAM"
"3316","Southern slopes of Tunari National Park (Vertiente Sur del Parque Nacional Tunari IBA)","14359","Bolivia","125","136","1","12","124","HadGEM2ES","GAM"
"3317","Yungas Inferiores de Amboró","14360","Bolivia","169","155","15","1","154","HadGEM2ES","GAM"
"3318","Lago Poopó y Río Laka Jahuira","14361","Bolivia","64","65","1","2","63","HadGEM2ES","GAM"
"3319","Bosque de Polylepis de Madidi","14362","Bolivia","152","163","2","13","150","HadGEM2ES","GAM"
"3320","Loreto","14363","Bolivia","92","84","10","2","82","HadGEM2ES","GAM"
"3321","Lago Titicaca (Sector Boliviano)","14364","Bolivia","80","85","0","5","80","HadGEM2ES","GAM"
"3322","Área Natural de Manejo Integrado San Matías","14365","Bolivia","110","71","42","3","68","HadGEM2ES","GAM"
"3323","Yungas Inferiores de Madidi","14367","Bolivia","147","137","13","3","134","HadGEM2ES","GAM"
"3324","Cristal Mayu y Alrededores","14368","Bolivia","102","104","9","11","93","HadGEM2ES","GAM"
"3325","Reserva de Inmovilización Iténez","14369","Bolivia","90","58","33","1","57","HadGEM2ES","GAM"
"3326","Reserva Nacional Amazónica Manuripi Heath","14370","Bolivia","98","78","21","1","77","HadGEM2ES","GAM"
"3327","Federico Román","14371","Bolivia","81","57","27","3","54","HadGEM2ES","GAM"
"3328","Tahuamanu","14372","Bolivia","98","77","23","2","75","HadGEM2ES","GAM"
"3329","Cercanías de Riberalta","14373","Bolivia","89","59","30","0","59","HadGEM2ES","GAM"
"3330","Reserva Biológica Cordillera de Sama","14374","Bolivia","85","97","1","13","84","HadGEM2ES","GAM"
"3331","Cerrado de Riberalta","14379","Bolivia","81","54","30","3","51","HadGEM2ES","GAM"
"3332","KAA-IYA del Gran Chaco","14381","Bolivia","111","83","29","1","82","HadGEM2ES","GAM"
"3333","Quebrada Mojón","14382","Bolivia","76","73","11","8","65","HadGEM2ES","GAM"
"3334","Cerro Q'ueñwa Sandora","14383","Bolivia","70","79","0","9","70","HadGEM2ES","GAM"
"3335","Azurduy","14384","Bolivia","115","119","4","8","111","HadGEM2ES","GAM"
"3336","Reserva Nacional de Flora y Fauna Tariquía","14386","Bolivia","119","109","12","2","107","HadGEM2ES","GAM"
"3337","Yungas Inferiores de Pilón Lajas","14387","Bolivia","118","110","9","1","109","HadGEM2ES","GAM"
"3338","Yungas Superiores de Apolobamba","14388","Bolivia","148","158","1","11","147","HadGEM2ES","GAM"
"3339","Yungas Superiores de Amboró","14390","Bolivia","145","137","13","5","132","HadGEM2ES","GAM"
"3340","Yungas Superiores de Carrasco","14391","Bolivia","166","161","8","3","158","HadGEM2ES","GAM"
"3341","Tacacoma-Quiabaya y Valle de Sorata","14392","Bolivia","101","113","1","13","100","HadGEM2ES","GAM"
"3342","Yungas Superiores de Mosetenes y Cocapata","14393","Bolivia","166","162","6","2","160","HadGEM2ES","GAM"
"3343","Yungas Inferiores de Isiboro-Sécure/Altamachi","14394","Bolivia","152","141","13","2","139","HadGEM2ES","GAM"
"3344","Palmar de las Islas","14396","Bolivia","81","50","33","2","48","HadGEM2ES","GAM"
"3345","Lagunas Rogaguado y Ginebra","14397","Bolivia","92","69","26","3","66","HadGEM2ES","GAM"
"3346","Reserva Forestal Alto Paraguá","14399","Bolivia","110","59","55","4","55","HadGEM2ES","GAM"
"3347","Yungas Inferiores de Carrasco","14401","Bolivia","168","162","10","4","158","HadGEM2ES","GAM"
"3348","Valle de San Salvador","14402","Colombia","82","86","2","6","80","HadGEM2ES","GAM"
"3349","Gravilleras del Valle del Río Siecha","14403","Colombia","59","61","1","3","58","HadGEM2ES","GAM"
"3350","Complejo Lacustre de Fúquene, Cucunubá y Palacio","14404","Colombia","62","66","0","4","62","HadGEM2ES","GAM"
"3351","Reserva Natural el Garcero y alrededores","14405","Colombia","73","67","7","1","66","HadGEM2ES","GAM"
"3352","Embalse de Punchiná y su zona de protección","14406","Colombia","65","59","9","3","56","HadGEM2ES","GAM"
"3353","Eco-parque Los Besotes","14408","Colombia","69","71","6","8","63","HadGEM2ES","GAM"
"3354","Reserva Biológica Cachalú","14409","Colombia","63","67","1","5","62","HadGEM2ES","GAM"
"3355","Reserva Natural Semillas de Agua","14410","Colombia","59","68","0","9","59","HadGEM2ES","GAM"
"3356","Embalse de San Lorenzo y Jaguas","14411","Colombia","84","87","1","4","83","HadGEM2ES","GAM"
"3357","Páramos y Bosques Altoandinos de Génova","14412","Colombia","59","68","0","9","59","HadGEM2ES","GAM"
"3358","Humedales de la Sabana de Bogotá","14413","Colombia","66","72","1","7","65","HadGEM2ES","GAM"
"3359","Reserva de Biósfera Seaflower","14414","Colombia","0","0","0","0","0","HadGEM2ES","GAM"
"3360","Reserva Natural Laguna de Sonso","14415","Colombia","76","80","1","5","75","HadGEM2ES","GAM"
"3361","Reserva Hidrográfica, Forestal y Parque Ecológico de Río Blanco","14416","Colombia","57","64","0","7","57","HadGEM2ES","GAM"
"3362","Valle del Río Frío","14417","Colombia","82","83","2","3","80","HadGEM2ES","GAM"
"3363","Cuchilla de San Lorenzo","14418","Colombia","71","67","7","3","64","HadGEM2ES","GAM"
"3364","Zona deltáica-estuarina del Río Sinú","14419","Colombia","61","62","2","3","59","HadGEM2ES","GAM"
"3365","Región del Alto Calima","14421","Colombia","79","78","4","3","75","HadGEM2ES","GAM"
"3366","Cañón del Río Barbas y Bremen","14422","Colombia","72","72","3","3","69","HadGEM2ES","GAM"
"3367","Capurganá","14423","Colombia","55","53","2","0","53","HadGEM2ES","GAM"
"3368","Cerro Pintado (Serranía de Perijá)","14424","Colombia","98","100","0","2","98","HadGEM2ES","GAM"
"3369","Serranía de las Quinchas","14425","Colombia","72","69","7","4","65","HadGEM2ES","GAM"
"3370","Reserva Natural Meremberg","14426","Colombia","59","67","1","9","58","HadGEM2ES","GAM"
"3371","Parque Nacional Natural Macuira","14428","Colombia","45","50","2","7","43","HadGEM2ES","GAM"
"3372","Región Ecodeltáica Fluvio-Estuarina del Canal del Dique","14429","Colombia","73","74","0","1","73","HadGEM2ES","GAM"
"3373","La Forzosa-Santa Gertrudis","14430","Colombia","89","91","1","3","88","HadGEM2ES","GAM"
"3374","La Planada Natural Reserve (Reserva Natural La Planada IBA)","14431","Colombia","96","98","4","6","92","HadGEM2ES","GAM"
"3375","Lago Cumbal","14432","Colombia","52","53","0","1","52","HadGEM2ES","GAM"
"3376","Parque Nacional Natural Amacayacu","14433","Colombia","64","64","1","1","63","HadGEM2ES","GAM"
"3377","Parque Nacional Natural Chingaza and surroundings","14434","Colombia","109","108","3","2","106","HadGEM2ES","GAM"
"3378","Parque Nacional Natural Cueva de los Guácharos","14435","Colombia","83","87","2","6","81","HadGEM2ES","GAM"
"3379","Parque Nacional Natural Las Orquídeas","14436","Colombia","70","77","0","7","70","HadGEM2ES","GAM"
"3380","Farallones de Cali Natural National Park","14437","Colombia","89","91","2","4","87","HadGEM2ES","GAM"
"3381","Parque Nacional Natural Los Katíos","14438","Colombia","57","56","6","5","51","HadGEM2ES","GAM"
"3382","Santuario de Fauna y Flora Los Colorados","14439","Colombia","69","68","3","2","66","HadGEM2ES","GAM"
"3383","Complejo de Humedales Costeros de la Guajira","14440","Colombia","77","68","9","0","68","HadGEM2ES","GAM"
"3384","Ciénaga de Ayapel","14442","Colombia","53","58","3","8","50","HadGEM2ES","GAM"
"3385","Parque Nacional Natural Nevado del Huila","14443","Colombia","90","93","1","4","89","HadGEM2ES","GAM"
"3386","Paramillo Natural National Park (Parque Nacional Natural Paramillo IBA)","14444","Colombia","87","88","2","3","85","HadGEM2ES","GAM"
"3387","Parque Nacional Natural Tatamá","14445","Colombia","80","82","1","3","79","HadGEM2ES","GAM"
"3388","Parque Nacional Natural Tayrona","14446","Colombia","71","67","7","3","64","HadGEM2ES","GAM"
"3389","Pueblo Bello","14447","Colombia","76","73","6","3","70","HadGEM2ES","GAM"
"3390","Reserva Natural El Pangán","14448","Colombia","77","72","8","3","69","HadGEM2ES","GAM"
"3391","Reserva Natural Tambito","14449","Colombia","100","103","4","7","96","HadGEM2ES","GAM"
"3392","Reserva Regional Bajo Cauca Nechí","14450","Colombia","82","83","1","2","81","HadGEM2ES","GAM"
"3393","Serranía de los Yariguíes","14451","Colombia","100","97","4","1","96","HadGEM2ES","GAM"
"3394","Serranía de los Churumbelos","14452","Colombia","109","109","3","3","106","HadGEM2ES","GAM"
"3395","Serranía de San Lucas","14453","Colombia","87","83","5","1","82","HadGEM2ES","GAM"
"3396","Parque Nacional Natural Ensenada de Utría","14454","Colombia","53","52","4","3","49","HadGEM2ES","GAM"
"3397","Lagunas Bombona y Vancouver","14455","Colombia","56","56","0","0","56","HadGEM2ES","GAM"
"3398","Complejo cenagoso de la margen occidental del Río Sinú","14456","Colombia","61","62","2","3","59","HadGEM2ES","GAM"
"3399","Reservas Comunitarias de Roncesvalles","14457","Colombia","62","74","0","12","62","HadGEM2ES","GAM"
"3400","Cañón del Río Alicante","14458","Colombia","67","62","6","1","61","HadGEM2ES","GAM"
"3401","Munchique Natural National Park and southern extension","14459","Colombia","91","92","3","4","88","HadGEM2ES","GAM"
"3402","Ciénaga Grande, Isla de Salamanca and Sabana Grande RAMSAR biosphere reserve","14460","Colombia","76","73","5","2","71","HadGEM2ES","GAM"
"3403","Alto Quindío","14461","Colombia","56","56","0","0","56","HadGEM2ES","GAM"
"3404","Bosques del Oriente de Risaralda","14464","Colombia","80","82","1","3","79","HadGEM2ES","GAM"
"3405","Haciendas Ganaderas del Norte del Cauca","14469","Colombia","92","94","2","4","90","HadGEM2ES","GAM"
"3406","Bosques de Tolemaida, Piscilago y alrededores","14473","Colombia","69","66","5","2","64","HadGEM2ES","GAM"
"3407","Reserva Natural Ibanasca","14475","Colombia","56","56","0","0","56","HadGEM2ES","GAM"
"3408","Finca la Betulia Reserva la Patasola","14477","Colombia","72","72","3","3","69","HadGEM2ES","GAM"
"3409","Reserva Natural Río Ñambí","14479","Colombia","77","72","8","3","69","HadGEM2ES","GAM"
"3410","San Sebastián","14480","Colombia","64","66","2","4","62","HadGEM2ES","GAM"
"3411","Complejo de Ciénagas del sur de Cesar y Bolivar","14483","Colombia","69","64","8","3","61","HadGEM2ES","GAM"
"3412","Bosques Montanos del Sur de Antioquia","14484","Colombia","84","86","2","4","82","HadGEM2ES","GAM"
"3413","Riberas de la Cuenca Baja del Río Inírida","14485","Colombia","79","71","11","3","68","HadGEM2ES","GAM"
"3414","Alto de Pisones","14486","Colombia","64","68","0","4","64","HadGEM2ES","GAM"
"3415","Reserva Forestal Yotoco","14487","Colombia","76","80","1","5","75","HadGEM2ES","GAM"
"3416","Refugio Río Claro","14489","Colombia","62","60","6","4","56","HadGEM2ES","GAM"
"3417","La Victoria","14491","Colombia","65","59","9","3","56","HadGEM2ES","GAM"
"3418","Agua de la Virgen","14492","Colombia","81","83","1","3","80","HadGEM2ES","GAM"
"3419","Cuenca del Río Toche","14493","Colombia","94","93","3","2","91","HadGEM2ES","GAM"
"3420","Puracé (Parque Nacional Natural Puracé IBA)","14494","Colombia","89","95","0","6","89","HadGEM2ES","GAM"
"3421","Parque Nacional Natural Sierra de la Macarena","14500","Colombia","99","97","7","5","92","HadGEM2ES","GAM"
"3422","Cañón del Río Guatiquía","14501","Colombia","75","84","5","14","70","HadGEM2ES","GAM"
"3423","Cerro La Judía","14503","Colombia","94","90","5","1","89","HadGEM2ES","GAM"
"3424","Isla Mocagua y Zaragocilla","14505","Colombia","63","63","1","1","62","HadGEM2ES","GAM"
"3425","Cerros Occidentales de Tabio y Tenjo","14506","Colombia","66","72","1","7","65","HadGEM2ES","GAM"
"3426","Cañón del Río Combeima","14510","Colombia","91","89","3","1","88","HadGEM2ES","GAM"
"3427","Cuenca del Río Jiménez","14511","Colombia","65","59","9","3","56","HadGEM2ES","GAM"
"3428","Cuenca del Río San Miguel","14512","Colombia","64","72","1","9","63","HadGEM2ES","GAM"
"3429","Finca Paraguay","14513","Colombia","56","56","0","0","56","HadGEM2ES","GAM"
"3430","Bosques Secos del Valle del Río Chicamocha","14516","Colombia","97","96","3","2","94","HadGEM2ES","GAM"
"3431","Reserva Ecológica Cofán-Bermejo","14517","Ecuador","90","87","7","4","83","HadGEM2ES","GAM"
"3432","Isla de la Plata","14518","Ecuador","27","22","6","1","21","HadGEM2ES","GAM"
"3433","Estación Científica Pedro Franco Dávila","14519","Ecuador","54","45","10","1","44","HadGEM2ES","GAM"
"3434","Estación Biológica Guandera-Cerro Mongus","14520","Ecuador","77","86","0","9","77","HadGEM2ES","GAM"
"3435","Reserva Biológica Tito Santos","14521","Ecuador","54","50","8","4","46","HadGEM2ES","GAM"
"3436","Reserva Ecológica Arenillas","14525","Ecuador","64","47","19","2","45","HadGEM2ES","GAM"
"3437","Reserva Buenaventura","14526","Ecuador","66","62","6","2","60","HadGEM2ES","GAM"
"3438","Centro Científico Río Palenque","14528","Ecuador","62","55","13","6","49","HadGEM2ES","GAM"
"3439","Reserva Ecológica Comunal Loma Alta","14530","Ecuador","42","44","4","6","38","HadGEM2ES","GAM"
"3440","Bosque Protector Los Cedros","14531","Ecuador","70","76","1","7","69","HadGEM2ES","GAM"
