"","IBA","ID","country","currentRich","futureRich","emmigrants","colonists","stablesp","GCM","SDM"
"8421","Reserva de Producción Faunística Cuyabeno","14559","Ecuador","88","89","6","7","82","HadGEM2ES","GBM"
"8422","Cerro Mutiles","14562","Ecuador","56","49","12","5","44","HadGEM2ES","GBM"
"8423","Engunga","14563","Ecuador","46","44","2","0","44","HadGEM2ES","GBM"
"8424","Río Conambo-Bobonaza","14565","Ecuador","95","95","5","5","90","HadGEM2ES","GBM"
"8425","Intag-Toisán","14566","Ecuador","99","100","1","2","98","HadGEM2ES","GBM"
"8426","Parque Nacional Sangay","14567","Ecuador","118","120","2","4","116","HadGEM2ES","GBM"
"8427","Selva Alegre","14569","Ecuador","59","62","3","6","56","HadGEM2ES","GBM"
"8428","Territorio Achuar","14571","Ecuador","90","92","5","7","85","HadGEM2ES","GBM"
"8429","La Bonita-Santa Bárbara","14574","Ecuador","92","100","2","10","90","HadGEM2ES","GBM"
"8430","Cashca Totoras Protected Forest (Bosque Protector Cashca Totoras IBA)","14577","Ecuador","57","57","4","4","53","HadGEM2ES","GBM"
"8431","Corredor Awacachi","14578","Ecuador","97","89","9","1","88","HadGEM2ES","GBM"
"8432","Volcán Atacazo","14579","Ecuador","67","71","4","8","63","HadGEM2ES","GBM"
"8433","Reserva Ecológica Los Illinizas y alrededores","14580","Ecuador","99","100","3","4","96","HadGEM2ES","GBM"
"8434","Palanda","14582","Ecuador","71","69","10","8","61","HadGEM2ES","GBM"
"8435","Lagunas de Ecuasal-Salinas","14583","Ecuador","46","44","2","0","44","HadGEM2ES","GBM"
"8436","Yunguilla Reserve (Reserva Yunguilla)","14586","Ecuador","58","56","4","2","54","HadGEM2ES","GBM"
"8437","Ciénaga de La Segua","14588","Ecuador","52","48","7","3","45","HadGEM2ES","GBM"
"8438","Cazaderos-Mangaurquillo","14591","Ecuador","58","57","3","2","55","HadGEM2ES","GBM"
"8439","Zumba-Chito","14596","Ecuador","71","69","10","8","61","HadGEM2ES","GBM"
"8440","Reserva Ecológica Antisana","14597","Ecuador","116","118","4","6","112","HadGEM2ES","GBM"
"8441","Lago de Colta","14598","Ecuador","57","57","4","4","53","HadGEM2ES","GBM"
"8442","Tonchigüe-Mompiche","14599","Ecuador","64","53","12","1","52","HadGEM2ES","GBM"
"8443","Bosque Protector Colambo-Yacuri","14600","Ecuador","75","72","12","9","63","HadGEM2ES","GBM"
"8444","Acanamá-Guashapamba-Aguirre","14601","Ecuador","59","62","3","6","56","HadGEM2ES","GBM"
"8445","Cordillera del Cóndor","14602","Ecuador","95","86","10","1","85","HadGEM2ES","GBM"
"8446","Yanuncay-Yanasacha","14603","Ecuador","70","63","10","3","60","HadGEM2ES","GBM"
"8447","Refugio de Vida Silvestre Pasochoa","14604","Ecuador","80","86","3","9","77","HadGEM2ES","GBM"
"8448","Daucay","14605","Ecuador","53","48","12","7","41","HadGEM2ES","GBM"
"8449","Humedales de Pacoa","14607","Ecuador","46","44","2","0","44","HadGEM2ES","GBM"
"8450","Parque Nacional Sumaco-Napo Galeras","14608","Ecuador","115","114","4","3","111","HadGEM2ES","GBM"
"8451","Manglares del golfo de Guayaquil","14609","Ecuador","62","63","1","2","61","HadGEM2ES","GBM"
"8452","Reserva Ecológica Cayambe-Coca","14610","Ecuador","124","125","1","2","123","HadGEM2ES","GBM"
"8453","Reserva Natural Tumbesia-La Ceiba-Zapotillo","14611","Ecuador","55","54","3","2","52","HadGEM2ES","GBM"
"8454","Verde-Ónzole-Cayapas-Canandé","14614","Ecuador","79","68","11","0","68","HadGEM2ES","GBM"
"8455","Cayapas-Santiago-Wimbí","14615","Ecuador","68","65","8","5","60","HadGEM2ES","GBM"
"8456","Mataje-Cayapas-Santiago","14616","Ecuador","61","53","14","6","47","HadGEM2ES","GBM"
"8457","Isla Santa Clara","14617","Ecuador","39","40","1","2","38","HadGEM2ES","GBM"
"8458","Reserva Ecológica Cotacachi-Cayapas","14620","Ecuador","106","105","2","1","104","HadGEM2ES","GBM"
"8459","Archipiélago de Jambelí","14624","Ecuador","39","40","1","2","38","HadGEM2ES","GBM"
"8460","Bosque Protector Chongón-Colonche","14625","Ecuador","49","51","1","3","48","HadGEM2ES","GBM"
"8461","Catacocha","14626","Ecuador","55","52","11","8","44","HadGEM2ES","GBM"
"8462","Alamor-Celica","14627","Ecuador","82","73","12","3","70","HadGEM2ES","GBM"
"8463","Ciénagas de Guayaquil","14629","Ecuador","53","48","6","1","47","HadGEM2ES","GBM"
"8464","Isla Santay","14631","Ecuador","53","48","6","1","47","HadGEM2ES","GBM"
"8465","Cordillera de Huacamayos-San Isidro-Sierra Azul","14632","Ecuador","119","116","6","3","113","HadGEM2ES","GBM"
"8466","Refugio de Vida Silvestre Isla Corazón e Isla Fragata","14633","Ecuador","52","48","7","3","45","HadGEM2ES","GBM"
"8467","Bosque Protector Alto Nangaritza","14634","Ecuador","85","77","11","3","74","HadGEM2ES","GBM"
"8468","Montañas de Zapote-Najda","14636","Ecuador","65","61","7","3","58","HadGEM2ES","GBM"
"8469","Abras de Mantequilla","14637","Ecuador","75","68","10","3","65","HadGEM2ES","GBM"
"8470","Gran Yasuní","14641","Ecuador","87","87","7","7","80","HadGEM2ES","GBM"
"8471","Valle de Guayllabamba","14643","Ecuador","75","73","2","0","73","HadGEM2ES","GBM"
"8472","La Tagua","14644","Ecuador","46","45","3","2","43","HadGEM2ES","GBM"
"8473","Bosque Protector Cerro Pata de Pájaro","14645","Ecuador","69","63","7","1","62","HadGEM2ES","GBM"
"8474","Utuana-Bosque de Hanne","14647","Ecuador","55","52","11","8","44","HadGEM2ES","GBM"
"8475","Tambo Negro","14648","Ecuador","55","52","11","8","44","HadGEM2ES","GBM"
"8476","Bosque Protector Jatumpamba-Jorupe","14649","Ecuador","55","52","11","8","44","HadGEM2ES","GBM"
"8477","Cañón del río Catamayo","14650","Ecuador","71","65","9","3","62","HadGEM2ES","GBM"
"8478","Represa Velasco Ibarra","14653","Ecuador","46","44","2","0","44","HadGEM2ES","GBM"
"8479","Cordillera El Bálsamo","14654","Ecuador","62","60","4","2","58","HadGEM2ES","GBM"
"8480","Cerro de Hayas-Naranjal","14655","Ecuador","44","43","4","3","40","HadGEM2ES","GBM"
"8481","Hacienda Camarones","14656","Ecuador","51","48","9","6","42","HadGEM2ES","GBM"
"8482","Tierras altas de Isabela","14659","Ecuador","11","10","1","0","10","HadGEM2ES","GBM"
"8483","Tierras altas de Santiago","14660","Ecuador","10","9","1","0","9","HadGEM2ES","GBM"
"8484","Tierras altas de Santa Cruz","14661","Ecuador","10","9","2","1","8","HadGEM2ES","GBM"
"8485","Puerto Ayora","14662","Ecuador","10","9","2","1","8","HadGEM2ES","GBM"
"8486","Isla Floreana","14663","Ecuador","8","7","1","0","7","HadGEM2ES","GBM"
"8487","Champion y Gardner de Floreana","14664","Ecuador","8","6","2","0","6","HadGEM2ES","GBM"
"8488","Isla Española","14665","Ecuador","8","9","0","1","8","HadGEM2ES","GBM"
"8489","Isla San Cristóbal","14666","Ecuador","11","10","2","1","9","HadGEM2ES","GBM"
"8490","Reserva Nacional Pacaya Samiria","14671","Peru","90","92","3","5","87","HadGEM2ES","GBM"
"8491","Lago Lagunillas","14674","Peru","53","56","0","3","53","HadGEM2ES","GBM"
"8492","Moyobamba","14677","Peru","100","97","9","6","91","HadGEM2ES","GBM"
"8493","Abra Málaga-Vilcanota","14682","Peru","84","90","2","8","82","HadGEM2ES","GBM"
"8494","Lagos Yanacocha","14684","Peru","84","90","2","8","82","HadGEM2ES","GBM"
"8495","Quincemil","14687","Peru","146","147","5","6","141","HadGEM2ES","GBM"
"8496","Tambopata","14690","Peru","123","121","5","3","118","HadGEM2ES","GBM"
"8497","Mina Inca","14691","Peru","80","88","7","15","73","HadGEM2ES","GBM"
"8498","Sandia","14692","Peru","101","105","10","14","91","HadGEM2ES","GBM"
"8499","Maruncunca","14693","Peru","101","105","10","14","91","HadGEM2ES","GBM"
"8500","Valcón","14694","Peru","101","105","10","14","91","HadGEM2ES","GBM"
"8501","Reserva Nacional Salinas y Aguada Blanca","14695","Peru","70","72","0","2","70","HadGEM2ES","GBM"
"8502","Río Tambo y Lagunas de Mejía","14696","Peru","33","33","5","5","28","HadGEM2ES","GBM"
"8503","Aypate","14698","Peru","60","57","5","2","55","HadGEM2ES","GBM"
"8504","Toldo","14699","Peru","85","85","7","7","78","HadGEM2ES","GBM"
"8505","Talara","14701","Peru","34","36","2","4","32","HadGEM2ES","GBM"
"8506","Covire","14702","Peru","62","64","0","2","62","HadGEM2ES","GBM"
"8507","Reserva Amazónica","14703","Peru","92","87","9","4","83","HadGEM2ES","GBM"
"8508","La Cocha","14704","Peru","62","55","10","3","52","HadGEM2ES","GBM"
"8509","Paltashaco","14712","Peru","66","57","17","8","49","HadGEM2ES","GBM"
"8510","Laguna Umayo","14716","Peru","50","51","1","2","49","HadGEM2ES","GBM"
"8511","Ramis y Arapa (Lago Titicaca, sector Peruano)","14717","Peru","69","72","0","3","69","HadGEM2ES","GBM"
"8512","Morona","14719","Peru","53","52","5","4","48","HadGEM2ES","GBM"
"8513","Cordillera Vilcabamba","14724","Peru","151","131","22","2","129","HadGEM2ES","GBM"
"8514","Bahuaja-Sonene","14725","Peru","164","161","6","3","158","HadGEM2ES","GBM"
"8515","Coto de Caza El Angolo","14731","Peru","42","41","4","3","38","HadGEM2ES","GBM"
"8516","Cerro Chinguela","14735","Peru","67","60","12","5","55","HadGEM2ES","GBM"
"8517","San Jose de Lourdes","14736","Peru","69","57","15","3","54","HadGEM2ES","GBM"
"8518","La Esperanza","14738","Peru","56","53","8","5","48","HadGEM2ES","GBM"
"8519","Urakusa","14743","Peru","54","47","12","5","42","HadGEM2ES","GBM"
"8520","Jesús del Monte","14752","Peru","82","77","10","5","72","HadGEM2ES","GBM"
"8521","Rafán","14759","Peru","34","39","1","6","33","HadGEM2ES","GBM"
"8522","Champará","14767","Peru","60","62","4","6","56","HadGEM2ES","GBM"
"8523","Chacchan","14770","Peru","67","72","3","8","64","HadGEM2ES","GBM"
"8524","San Damián-Berna Puquio","14771","Peru","63","61","3","1","60","HadGEM2ES","GBM"
"8525","Bosque de Noqno","14772","Peru","72","69","3","0","69","HadGEM2ES","GBM"
"8526","Parque Nacional Huascarán","14773","Peru","76","81","4","9","72","HadGEM2ES","GBM"
"8527","Cullcui","14775","Peru","86","82","14","10","72","HadGEM2ES","GBM"
"8528","Alto Purus","14783","Peru","91","91","4","4","87","HadGEM2ES","GBM"
"8529","Alto Valle Santa Eulalia-Milloc","14785","Peru","74","76","1","3","73","HadGEM2ES","GBM"
"8530","Bosque de Zárate","14786","Peru","74","76","1","3","73","HadGEM2ES","GBM"
"8531","Hortigal","14787","Peru","65","62","4","1","61","HadGEM2ES","GBM"
"8532","Lago de Junín","14788","Peru","93","94","7","8","86","HadGEM2ES","GBM"
"8533","Marcapomacocha","14789","Peru","68","71","2","5","66","HadGEM2ES","GBM"
"8534","Pampas Pucacocha y Curicocha","14790","Peru","61","59","2","0","59","HadGEM2ES","GBM"
"8535","Yauli","14791","Peru","63","66","0","3","63","HadGEM2ES","GBM"
"8536","Pisco","14792","Peru","31","31","1","1","30","HadGEM2ES","GBM"
"8537","Nazca","14794","Peru","65","62","3","0","62","HadGEM2ES","GBM"
"8538","Reserva Nacional Pampa Galeras","14796","Peru","58","64","1","7","57","HadGEM2ES","GBM"
"8539","Santuario Nacional del Ampay","14800","Peru","65","68","1","4","64","HadGEM2ES","GBM"
"8540","Runtacocha-Morococha","14801","Peru","65","68","1","4","64","HadGEM2ES","GBM"
"8541","Tacna","14803","Peru","54","44","17","7","37","HadGEM2ES","GBM"
"8542","Volcán Yucamani","14805","Peru","60","64","0","4","60","HadGEM2ES","GBM"
"8543","Huamba","14806","Peru","85","85","7","7","78","HadGEM2ES","GBM"
"8544","Chiñama","14807","Peru","56","61","6","11","50","HadGEM2ES","GBM"
"8545","San Marcos","14814","Peru","59","57","12","10","47","HadGEM2ES","GBM"
"8546","Santuario Histórico Machu Picchu","14817","Peru","93","95","1","3","92","HadGEM2ES","GBM"
